file;emitter;name;placa_extraida;placa_confianca;placa_origem;hodometro_extraido;hodometro_confianca;hodometro_origem
51260532988008000102550010001266301269357160.xml;32988008000102;301 - POSTO 10 CELEIRO;RAQ5F96;98;Motorista:CLOVIS|Observacao:PLACA: RAQ5F96 |KM: 415430 MED:1879,26 |OPERADOR: DENISE ALVES DE ALCANTARA SANTOS| ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio ICMS 199/2022 e/ou 126/2024 e/ou 15/2023.|Valor Aprox. Tributos: R$ 0,00 Federal, R$ 303,16 Estadual, Fonte IBPT.;415430;110;odometro: 415430
51260532988008000102550010001266811848331588.xml;32988008000102;301 - POSTO 10 CELEIRO;RAQ2F96;98;Observacao:PLACA: RAQ2F96 |KM: 415776 MED:7671,00 |OPERADOR: JOSE CICERO | ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio ICMS 199/2022 e/ou 126/2024 e/ou 15/2023.|Valor Aprox. Tributos: R$ 6,73 Federal, R$ 77,36 Estadual, Fonte IBPT. |Forma de Pagamento: Dinheiro;415776;110;odometro: 415776
51260536381687000108550010000474441004175617.xml;36381687000108;AUTO POSTO FIGUEIRA;RAQ5F96;70;RESUMO PAGAMENTO: 770,00|  - DEPOSITO: R$ 770,00|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 117,00-Sequencia:417561 -Terminal:CAIXA_01 -Op:AMANDA C:1954 E:1954 -Placa:RAQ5F96 -km:418148|Trib aprox R$69,21 Fed, R$146,88 Est, R$0,00 Mun/Fonte IBP;418148;105;RESUMO PAGAMENTO: 770,00|  - DEPOSITO: R$ 770,00|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 117,00-Sequencia:417561 -Terminal:CAIXA_01 -Op:AMANDA C:1954 E:1954 -Placa:RAQ5F96 -km:418148|Trib aprox R$69,21 Fed, R$146,88 Est, R$0,00 Mun/Fonte IBPT|RESUMO TROCO:| - DINHEIRO: R$       1,00|MP 1340/2026: Subvencao de R$0,32/L ate 31/12/26 sem alte
51260537457686000154550010007501101670989879.xml;37457686000154;POSTO SORRISAO;;0;;;0;
51260537662141000180550010001337611017398836.xml;37662141000180;POSTO VIENA;RAT8F79;98;"ICMS monof&aacute;sico sobre combust&iacute;veis cobrado anteriormente conforme Convenio ICMS 126/2024 e/ou 127/2024 | PLACA: RAT8F79' KM: 470838 | nBico: 25 nBomba: 5 nTanque: 912 vEncIni: 779190.048 vEncFin: 779291.410 | ICMS monof&aacute;sico sobre combust&iacute;veis cobrado anteriormente confor";470838;105;"ICMS monof&aacute;sico sobre combust&iacute;veis cobrado anteriormente conforme Convenio ICMS 126/2024 e/ou 127/2024 | PLACA: RAT8F79' KM: 470838 | nBico: 25 nBomba: 5 nTanque: 912 vEncIni: 779190.048 vEncFin: 779291.410 | ICMS monof&aacute;sico sobre combust&iacute;veis cobrado anteriormente conforme Conv&ecirc;nio ICMS 199/2022. | Tributos aproximados: R$ 0.00 (0.00%) Federal, R$ 108.87 (16.20%)"
51260537662141000180550010001346471017486069.xml;37662141000180;POSTO VIENA;RAT8F79;98;"ICMS monof&aacute;sico sobre combust&iacute;veis cobrado anteriormente conforme Convenio ICMS 126/2024 e/ou 127/2024 | PLACA: RAT8F79 KM: 472755 | nBico: 24 nBomba: 5 nTanque: 912 vEncIni: 1066910.050 vEncFin: 1067117.179 | ICMS monof&aacute;sico sobre combust&iacute;veis cobrado anteriormente confo";472755;105;"ICMS monof&aacute;sico sobre combust&iacute;veis cobrado anteriormente conforme Convenio ICMS 126/2024 e/ou 127/2024 | PLACA: RAT8F79 KM: 472755 | nBico: 24 nBomba: 5 nTanque: 912 vEncIni: 1066910.050 vEncFin: 1067117.179 | ICMS monof&aacute;sico sobre combust&iacute;veis cobrado anteriormente conforme Conv&ecirc;nio ICMS 199/2022. | Tributos aproximados: R$ 0.00 (0.00%) Federal, R$ 222.47 (16.20%"
51260539329847000150550010000499741272837219.xml;39329847000150;POSTO POEMA LTDA;RAX6E36;98;";PLACARAX6E36 KM 402526 CLIENTERADASA AGRONEGOCIOS;Procon/MT Travessa Paes de Oliveira, S/N - Centro;Cuiaba-MT 78.005-260 Fone 151 ou (65)3613 2100;ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio ICMS 199/2022 e/ou 15/2023: BC 147,28 Vlr.ICMS Mono.: R$ 164,95;";402526;103;";PLACARAX6E36 KM 402526 CLIENTERADASA AGRONEGOCIOS;Procon/MT Travessa Paes de Oliveira, S/N - Centro;Cuiaba-MT 78.005-260 Fone 151 ou (65)3613 2100;ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio ICMS 199/2022 e/ou 15/2023: BC 147,28 Vlr.ICMS Mono.: R$ 164,95;"
51260541090635000104550010001428501909475427.xml;41090635000104;POSTO SABIA;RAU3I63;98;"#CF:B04 EI2052641,640 EF2052865,980 V224,340 Trib aprox R$: 0,00 Federal e 244,95 Estadual Fonte: IBPT 5oi7eW PLACA: RAU-3I63 ODOM: 469505 Atendente: 61816-JOAQUIM LOPES DA SILVA Placa: RAU3I63 Odometro: 469505 | N:0,, Placa: RAU3I63, Odometro: 469.505,000, Media do Veiculo: 0.000;OBS: - PLACA: RAU3";469505;110;"#CF:B04 EI2052641,640 EF2052865,980 V224,340 Trib aprox R$: 0,00 Federal e 244,95 Estadual Fonte: IBPT 5oi7eW PLACA: RAU-3I63 ODOM: 469505 Atendente: 61816-JOAQUIM LOPES DA SILVA Placa: RAU3I63 Odometro: 469505 | N:0,, Placa: RAU3I63, Odometro: 469.505,000, Media do Veiculo: 0.000;OBS: - PLACA: RAU3I63; ODOM: 469505KM: 469505 -"
51260552501367000192550050000427971274625689.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAQ5F96;98;"TRIB. APROX.: R$: 98,65 (FED), R$ 177,54 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 5F6AA1;;Formas de PGTO;PIX: 1031,96;PLACA: RAQ5F96 - KM: 413338 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveir";413338;105;"TRIB. APROX.: R$: 98,65 (FED), R$ 177,54 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 5F6AA1;;Formas de PGTO;PIX: 1031,96;PLACA: RAQ5F96 - KM: 413338 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;ICMS monofasico sobre combustiveis co"
51260552501367000192550050000430001244914974.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAX6E36;98;"TRIB. APROX.: R$: 283,29 (FED), R$ 570,48 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 5F6AA1;;Formas de PGTO;PIX: 3085,75;PLACA: RAX6E36 - KM: 399970 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Olivei";399970;105;"TRIB. APROX.: R$: 283,29 (FED), R$ 570,48 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 5F6AA1;;Formas de PGTO;PIX: 3085,75;PLACA: RAX6E36 - KM: 399970 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;ICMS monofasico sobre combustiveis c"
51260552501367000192550050000430051206454143.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAT8F79;98;"TRIB. APROX.: R$: 32,85 (FED), R$ 69,72 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 5F6AA1;;Formas de PGTO;PIX: 365,00;PLACA: RAT8F79 - KM: 467258 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira,";467258;105;"TRIB. APROX.: R$: 32,85 (FED), R$ 69,72 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 5F6AA1;;Formas de PGTO;PIX: 365,00;PLACA: RAT8F79 - KM: 467258 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;ICMS monofasico sobre combustiveis cobr"
51260552501367000192550050000431221885283611.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAQ5F96;98;"TRIB. APROX.: R$: 65,70 (FED), R$ 139,43 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 5F6AA1;;Formas de PGTO;PIX: 730,00;PLACA: RAQ5F96 - KM: 415026 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira";415026;105;"TRIB. APROX.: R$: 65,70 (FED), R$ 139,43 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 5F6AA1;;Formas de PGTO;PIX: 730,00;PLACA: RAQ5F96 - KM: 415026 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;ICMS monofasico sobre combustiveis cob"
51260552501367000192550050000431311308619783.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAX6E36;98;"TRIB. APROX.: R$: 217,20 (FED), R$ 437,41 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 5F6AA1;;Formas de PGTO;PIX: 2365,91;PLACA: RAX6E36 - KM: 400940 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Olivei";400940;105;"TRIB. APROX.: R$: 217,20 (FED), R$ 437,41 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 5F6AA1;;Formas de PGTO;PIX: 2365,91;PLACA: RAX6E36 - KM: 400940 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;ICMS monofasico sobre combustiveis c"
51260552501367000192550050000431671397539627.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAP8F14;98;"TRIB. APROX.: R$: 15,20 (FED), R$ 34,00 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 5F6AA1;;Formas de PGTO;Dinheiro: 200,00;PLACA: RAP8F14 - KM: 149206 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliv";149206;105;"TRIB. APROX.: R$: 15,20 (FED), R$ 34,00 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 5F6AA1;;Formas de PGTO;Dinheiro: 200,00;PLACA: RAP8F14 - KM: 149206 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;"
51260552501367000192550050000431951587341741.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAT8F79;98;"TRIB. APROX.: R$: 32,85 (FED), R$ 69,72 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 5F6AA1;;Formas de PGTO;PIX: 365,00;PLACA: RAT8F79 - KM: 468291 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira,";468291;105;"TRIB. APROX.: R$: 32,85 (FED), R$ 69,72 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 5F6AA1;;Formas de PGTO;PIX: 365,00;PLACA: RAT8F79 - KM: 468291 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;ICMS monofasico sobre combustiveis cobr"
51260552501367000192550050000434251187991333.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAQ5F96;98;"TRIB. APROX.: R$: 145,02 (FED), R$ 294,62 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 5F6AA1;;Formas de PGTO;PIX: 1584,88;PLACA: RAQ5F96 - KM: 416222 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Olivei";416222;105;"TRIB. APROX.: R$: 145,02 (FED), R$ 294,62 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 5F6AA1;;Formas de PGTO;PIX: 1584,88;PLACA: RAQ5F96 - KM: 416222 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;ICMS monofasico sobre combustiveis c"
51260552501367000192550050000435431977888481.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAX6E36;98;"TRIB. APROX.: R$: 159,27 (FED), R$ 320,50 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 5F6AA1;;Formas de PGTO;PIX: 1734,41;PLACA: RAX6E36 - KM: 402997 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Olivei";402997;105;"TRIB. APROX.: R$: 159,27 (FED), R$ 320,50 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 5F6AA1;;Formas de PGTO;PIX: 1734,41;PLACA: RAX6E36 - KM: 402997 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;ICMS monofasico sobre combustiveis c"
51260552501367000192550050000435561905659310.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAP8F14;98;"TRIB. APROX.: R$: 16,82 (FED), R$ 37,58 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 5F6AA1;;Formas de PGTO;C. Debito: 220,48 - VISA DEBITO;PLACA: RAP8F14 - KM: 149583 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Traves";149583;105;"TRIB. APROX.: R$: 16,82 (FED), R$ 37,58 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 5F6AA1;;Formas de PGTO;C. Debito: 220,48 - VISA DEBITO;PLACA: RAP8F14 - KM: 149583 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;ICMS monofasico sob"
51260552501367000192550050000436181199797703.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAQ5F96;98;"TRIB. APROX.: R$: 151,88 (FED), R$ 293,31 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 5F6AA1;;Formas de PGTO;PIX: 1629,10;PLACA: RAQ5F96 - KM: 417690 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Olivei";417690;105;"TRIB. APROX.: R$: 151,88 (FED), R$ 293,31 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 5F6AA1;;Formas de PGTO;PIX: 1629,10;PLACA: RAQ5F96 - KM: 417690 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;ICMS monofasico sobre combustiveis c"
51260552501367000192550050000437391902689234.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAX6E36;98;"TRIB. APROX.: R$: 213,06 (FED), R$ 448,63 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 5F6AA1;;Formas de PGTO;PIX: 2360,27;PLACA: RAX6E36 - KM: 403967 - VEICULO: - SALSICHA;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes d";403967;105;"TRIB. APROX.: R$: 213,06 (FED), R$ 448,63 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 5F6AA1;;Formas de PGTO;PIX: 2360,27;PLACA: RAX6E36 - KM: 403967 - VEICULO: - SALSICHA;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;ICMS monofasico sobre combus"
51260552501367000192550050000438581724032820.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAQ5F96;98;"TRIB. APROX.: R$: 153,34 (FED), R$ 304,94 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 5F6AA1;;Formas de PGTO;PIX: 1662,47;PLACA: RAQ5F96 - KM: 418592 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Olivei";418592;105;"TRIB. APROX.: R$: 153,34 (FED), R$ 304,94 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 5F6AA1;;Formas de PGTO;PIX: 1662,47;PLACA: RAQ5F96 - KM: 418592 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;ICMS monofasico sobre combustiveis c"
51260552501367000192550050000439611321561354.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;;0;;;0;
51260552501367000192550050000440931605219790.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAP8F14;98;"TRIB. APROX.: R$: 14,88 (FED), R$ 33,28 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;C. Debito: 195,79 - VISA DEBITO;PLACA: RAP8F14 - KM: 149974 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Traves";149974;105;"TRIB. APROX.: R$: 14,88 (FED), R$ 33,28 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;C. Debito: 195,79 - VISA DEBITO;PLACA: RAP8F14 - KM: 149974 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;"
51260552501367000192550050000441241497556946.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAQ5F96;98;"TRIB. APROX.: R$: 75,04 (FED), R$ 140,56 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;PIX: 796,10;PLACA: RAQ5F96 - KM: 419872 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira";419872;105;"TRIB. APROX.: R$: 75,04 (FED), R$ 140,56 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;PIX: 796,10;PLACA: RAQ5F96 - KM: 419872 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;ICMS monofasico sobre combustiveis cob"
51260552501367000192550050000441991863381149.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAX6E36;98;"TRIB. APROX.: R$: 77,76 (FED), R$ 165,02 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;PIX: 864,00;PLACA: RAX6E36 - KM: 405878 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira";405878;105;"TRIB. APROX.: R$: 77,76 (FED), R$ 165,02 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;PIX: 864,00;PLACA: RAX6E36 - KM: 405878 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;ICMS monofasico sobre combustiveis cob"
51260561677503000190550020000010491014088374.xml;61677503000190;POSTO MACEDO ITAUBA;RAT8F79;70;RESUMO PAGAMENTO: 1134,44|  - POS DEBITO: R$ 1134,44|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 198,70-Sequencia:1408837 -Terminal:CAIXA01 -Op:CAMILINHA C:71743 E:79675 -Placa:RAT8F79 -km:469486 -media:2.94 k/l|Trib aprox R$100,57 Fed, R$213,43;469486;105;RESUMO PAGAMENTO: 1134,44|  - POS DEBITO: R$ 1134,44|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 198,70-Sequencia:1408837 -Terminal:CAIXA01 -Op:CAMILINHA C:71743 E:79675 -Placa:RAT8F79 -km:469486 -media:2.94 k/l|Trib aprox R$100,57 Fed, R$213,43 Est, R$0,00 Mun/Fonte IBPT|RESUMO TROCO:| - DINHEIRO: R$      16,98|MP 1340/2026: Subvencao de R$0,
51260561677503000190550020000014621014155911.xml;61677503000190;POSTO MACEDO ITAUBA;RAX6E36;98;RESUMO PAGAMENTO: 1250,20|  - TEF DEBITO: R$ 1250,20|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 222,30-Sequencia:1415591 -Terminal:CAIXA01 -Op:ANGELINA C:71743 E:79675 -Placa:RAX6E36|Trib aprox R$112,52 Fed, R$238,79 Est, R$0,00 Mun/Fonte IBPT|;;0;
51260561677503000190550030000011461014056170.xml;61677503000190;POSTO MACEDO ITAUBA;RAT8F74;70;RESUMO PAGAMENTO: 1693,74|  - POS DEBITO: R$ 1693,74|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 301,17-Sequencia:1405617 -Terminal:CAIXA02 -Op:KARLA C:71743 E:79675 -Placa:RAT8F74 -km:468512|Trib aprox R$152,44 Fed, R$323,50 Est, R$0,00 Mun/Fon;468512;105;RESUMO PAGAMENTO: 1693,74|  - POS DEBITO: R$ 1693,74|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 301,17-Sequencia:1405617 -Terminal:CAIXA02 -Op:KARLA C:71743 E:79675 -Placa:RAT8F74 -km:468512|Trib aprox R$152,44 Fed, R$323,50 Est, R$0,00 Mun/Fonte IBPT|MP 1340/2026: Subvencao de R$0,32/L ate 31/12/26 sem alteracao no PIS/COFINS
51260561677503000190550030000016931014124190.xml;61677503000190;POSTO MACEDO ITAUBA;RAU3I63;70;RESUMO PAGAMENTO: 1563,14|  - POS DEBITO: R$ 1563,14|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 273,78-Sequencia:1412419 -Terminal:CAIXA02 -Op:CARLA C:71743 E:79675 -Placa:RAU3I63 -km:467830 -media:24.61 k/l|Trib aprox R$140,68 Fed, R$298,56 Es;467830;105;RESUMO PAGAMENTO: 1563,14|  - POS DEBITO: R$ 1563,14|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 273,78-Sequencia:1412419 -Terminal:CAIXA02 -Op:CARLA C:71743 E:79675 -Placa:RAU3I63 -km:467830 -media:24.61 k/l|Trib aprox R$140,68 Fed, R$298,56 Est, R$0,00 Mun/Fonte IBPT|MP 1340/2026: Subvencao de R$0,32/L ate 31/12/26 sem alteracao no PIS/COFIN
51260561677503000190550030000019541014171196.xml;61677503000190;POSTO MACEDO ITAUBA;RAQ5F96;70;RESUMO PAGAMENTO: 935,20|  - DINHEIRO: R$ 935,20|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 163,80-Sequencia:1417119 -Terminal:CAIXA02 -Op:LUDMILA C:71743 E:79675 -Placa:RAQ5F96 -km:420103 -media:46.78 k/l|Trib aprox R$84,17 Fed, R$178,62 Est, ;420103;105;RESUMO PAGAMENTO: 935,20|  - DINHEIRO: R$ 935,20|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 163,80-Sequencia:1417119 -Terminal:CAIXA02 -Op:LUDMILA C:71743 E:79675 -Placa:RAQ5F96 -km:420103 -media:46.78 k/l|Trib aprox R$84,17 Fed, R$178,62 Est, R$0,00 Mun/Fonte IBPT|MP 1340/2026: Subvencao de R$0,32/L ate 31/12/26 sem alteracao no PIS/COFINS
